,instruction,tweet_no_rt,type_of_message
523,indicates what the contents of a photo/video are about,#Sandy Terrifying photos of SandyÃ¤Ã³Â»s aftermath uploaded in social media by victims http://t.co/T9dQEP94 via @LinkedGeekMedia,Informative: other type of photos/videos (not in the above classes)
524,indicates what the contents of a photo/video are about,#Sandy Terrifying photos of SandyÃ¤Ã³Â»s aftermath uploaded in social media by victims http://t.co/T9dQEP94 via @LinkedGeekMedia,Informative: other type of photos/videos (not in the above classes)
525,indicates what the contents of a photo/video are about,#Sandy Terrifying photos of SandyÃ¤Ã³Â»s aftermath uploaded in social media by victims http://t.co/T9dQEP94 via @LinkedGeekMedia,Informative: other type of photos/videos (not in the above classes)
526,indicates what the contents of a photo/video are about,#Sandy Terrifying photos of SandyÃ¤Ã³Â»s aftermath uploaded in social media by victims http://t.co/T9dQEP94 via @LinkedGeekMedia,Informative: other type of photos/videos (not in the above classes)
527,indicates what the contents of a photo/video are about,#Sandy Terrifying photos of SandyÃ¤Ã³Â»s aftermath uploaded in social media by victims http://t.co/T9dQEP94 via @LinkedGeekMedia,Informative: other type of photos/videos (not in the above classes)
528,indicates what the contents of a photo/video are about,#Sandy Terrifying photos of SandyÃ¤Ã³Â»s aftermath uploaded in social media by victims http://t.co/T9dQEP94 via @LinkedGeekMedia,Informative: other type of photos/videos (not in the above classes)
529,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
530,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
531,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
532,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
533,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
534,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
535,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
536,"names a structure, road, service, line, etc. that is not working or has been damaged",Unreal. 92 8th street manhattan buildings outer wall comes down during hurricane #Sandy https://t.co/dTx38N5m #srsly #real? #wtf,"Informative: damage (building, road, lines, etc.)"
537,warns about a potential hazard or advices what to do,Reports: Nets-Knicks opener at @barclayscenter to be postponed due to #Sandy | http://t.co/a4ekuOyn @cc660,Informative: caution or advice
538,warns about a potential hazard or advices what to do,Reports: Nets-Knicks opener at @barclayscenter to be postponed due to #Sandy | http://t.co/a4ekuOyn @cc660,Informative: caution or advice
539,warns about a potential hazard or advices what to do,Reports: Nets-Knicks opener at @barclayscenter to be postponed due to #Sandy | http://t.co/a4ekuOyn @cc660,Informative: caution or advice
540,warns about a potential hazard or advices what to do,Reports: Nets-Knicks opener at @barclayscenter to be postponed due to #Sandy | http://t.co/a4ekuOyn @cc660,Informative: caution or advice
541,warns about a potential hazard or advices what to do,Reports: Nets-Knicks opener at @barclayscenter to be postponed due to #Sandy | http://t.co/a4ekuOyn @cc660,Informative: caution or advice
542,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
543,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
544,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
545,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
546,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
547,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
548,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
549,"names a structure, road, service, line, etc. that is not working or has been damaged",#Sandy aftermath is worse than the math! Had pulled the TREK down from the wall rode the 6 miles to the JOB...EZ...traffic bad though.,"Informative: damage (building, road, lines, etc.)"
550,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Good idea! RT @eatboston: Got no longer needed supplies from #Sandy prep? Please consider donating them to a shelter or food pantry.,"Informative: offers/gives donations of money, goods, or free services"
551,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Good idea! RT @eatboston: Got no longer needed supplies from #Sandy prep? Please consider donating them to a shelter or food pantry.,"Informative: offers/gives donations of money, goods, or free services"
552,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Good idea! RT @eatboston: Got no longer needed supplies from #Sandy prep? Please consider donating them to a shelter or food pantry.,"Informative: offers/gives donations of money, goods, or free services"
553,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Good idea! RT @eatboston: Got no longer needed supplies from #Sandy prep? Please consider donating them to a shelter or food pantry.,"Informative: offers/gives donations of money, goods, or free services"
554,"indicates what (money, goods, work, free services, etc.) is being offered as a donation",Good idea! RT @eatboston: Got no longer needed supplies from #Sandy prep? Please consider donating them to a shelter or food pantry.,"Informative: offers/gives donations of money, goods, or free services"
555,indicates who has (or how many people have) been injured or dead,A Look at Caribbean Deaths Damage From Sandy: A look at Caribbean deaths and damage from Hurricane Sandy ... http://t.co/zG9kENuO,Informative: casualties (people injured or dead)
556,indicates who has (or how many people have) been injured or dead,A Look at Caribbean Deaths Damage From Sandy: A look at Caribbean deaths and damage from Hurricane Sandy ... http://t.co/zG9kENuO,Informative: casualties (people injured or dead)
557,indicates who has (or how many people have) been injured or dead,A Look at Caribbean Deaths Damage From Sandy: A look at Caribbean deaths and damage from Hurricane Sandy ... http://t.co/zG9kENuO,Informative: casualties (people injured or dead)
558,indicates who has (or how many people have) been injured or dead,A Look at Caribbean Deaths Damage From Sandy: A look at Caribbean deaths and damage from Hurricane Sandy ... http://t.co/zG9kENuO,Informative: casualties (people injured or dead)
